Perm_1__svm channelz_origi	0.901768945738795
Perm_2__svm channelz_green	0.901768945738795
Perm_3__svm channelz_grb	0.901768945738795
Perm_4__svm channelz_vgrb	0.901768945738795
Perm_5__svm channelz_vgrby	0.901768945738795
Perm_6__svm channelz_lbp_only	0.901768945738795
Perm_7__svm channelz_lbp_origi	0.901768945738795
Perm_8__svm channelz_lbp_green	0.901768945738795
Perm_9__svm channelz_lbp_grb	0.901768945738795
Perm_10__svm channelz_lbp_grby	0.901768945738795
Perm_11__svm channelz_lbp_vgrb	0.901768945738795
Perm_12__svm channelz_eigz	0.901768945738795
Perm_13__svm channelz_eigz_lbp	0.901768945738795
Perm_14__svm channelz_eigz_rb	0.901768945738795
Perm_15__svm channelz_eigz_rby	0.901768945738795
Perm_16__svm channelz_eigz_lbp_rb	0.901768945738795
Perm_17__logit channelz_origi	0.8866808791431907
Perm_18__logit channelz_green	0.8715166742804934
Perm_19__logit channelz_grb	0.8816303740926856
Perm_20__logit channelz_vgrb	0.8841556266179382
Perm_21__logit channelz_vgrby	0.896731130399472
Perm_22__logit channelz_lbp_only	0.901768945738795
Perm_23__logit channelz_lbp_origi	0.901768945738795
Perm_24__logit channelz_lbp_green	0.901768945738795
Perm_25__logit channelz_lbp_grb	0.901768945738795
Perm_26__logit channelz_lbp_grby	0.901768945738795
Perm_27__logit channelz_lbp_vgrb	0.901768945738795
Perm_28__logit channelz_eigz	0.8715166742804934
Perm_29__logit channelz_eigz_lbp	0.901768945738795
Perm_30__logit channelz_eigz_rb	0.8816303740926856
Perm_31__logit channelz_eigz_rby	0.896731130399472
Perm_32__logit channelz_eigz_lbp_rb	0.901768945738795
